100.999667530858,-2.88657986402541e-15,2.72004641033163e-15,-5.44009282066327e-15,5.99520433297585e-15,5.10702591327572e-15,9.38138455808257e-15
-6.07355076476246e-06,101,-4.61609916957428e-15,-1.62196645003831e-15,-3.05051123250522e-15,-4.36976843598558e-15,1.07821737649338e-14
-2.8985861821873e-07,-5.08273978461204e-16,101,8.70484240245162e-15,-3.9495316739302e-15,-1.67830159492066e-14,-9.81593278881476e-15
-6.47972988476742e-06,-3.70363462121048e-15,5.02722863338079e-15,101,6.86950496486816e-16,2.85622220319581e-14,-5.57713597526543e-16
1.38212144428773e-05,-3.49546780409327e-15,-4.89365492573057e-15,1.93508403745213e-15,101,8.23299761698593e-15,-1.27753710388312e-14
2.46890044885983e-06,-4.53716925141734e-15,-1.63116048446099e-14,3.2162640606348e-14,7.68482499857726e-15,101,4.97301852475651e-15
7.74140630266373e-07,1.1670352184634e-14,-7.70650904202697e-15,6.63531729561129e-16,-1.21083698623181e-14,3.25260651745651e-15,101
2.82924504789173e-05,-2.12677098154757e-15,-6.91720986045752e-15,7.90426751828832e-15,-1.1746246336708e-14,-7.7715611723761e-16,-9.41911479368507e-15
3.2660732125489e-06,-2.06779038336435e-15,-1.09070738552042e-15,-2.93862156830471e-15,6.04421027117219e-15,1.56949106489002e-15,-8.84708972748172e-15
5.32914898210279e-07,9.01795998986543e-15,-8.96591828558613e-15,2.90566182226115e-15,8.19656842399041e-15,-6.39332337071252e-15,-3.51368240059102e-15
-2.59053956295219e-05,7.17568365837806e-15,-1.14942777518223e-14,6.64399091299117e-16,-1.11377920775091e-14,-1.7499023063916e-14,-1.50834206236183e-14
-1.45264390370436e-05,2.05972391920106e-14,-3.72184921770824e-15,1.62708388429245e-14,-1.14760631553246e-14,5.55371720833975e-15,8.02352975726173e-15
-1.91776078600769e-05,2.18575157973078e-16,-2.64380531356245e-14,4.77048955893622e-16,-1.36479369472475e-14,1.55951640490315e-15,-3.71985428571087e-14
7.50597305421152e-06,-8.51662490530813e-15,-6.53383597226664e-15,6.89899526395976e-15,5.51121648317832e-15,3.25694332614646e-15,-4.56579218877096e-15
1.2303106054018e-05,3.08954251071469e-15,-5.71591385334358e-15,-1.71650887947905e-15,-1.0768729657995e-14,-1.27144388767375e-14,1.32116539930394e-14
-1.13448728840566e-05,-1.26510130496471e-15,4.64149660546476e-15,6.42368103154212e-15,1.89490350493982e-14,8.65914328088135e-15,3.09539720244612e-17
-2.42735653643855e-06,1.58449642295722e-14,1.26031997338405e-14,2.42488321089418e-14,2.13093431788991e-14,-1.53882982745213e-14,-2.8275992658422e-15
-1.88996386518703e-06,1.24347147162363e-15,1.35330115169641e-15,-7.47253821320459e-15,-9.19132391724586e-15,-2.87015420111225e-15,-6.24554661460275e-16
-7.20081594846045e-06,-1.47017814589034e-15,-4.34851807340486e-15,-7.9511050521397e-15,1.97671740087557e-15,2.96724450565833e-15,7.66357463599654e-15
8.64139276801623e-07,-1.65544661312467e-14,-3.53493276317174e-15,7.25634830001098e-15,-1.9443648080486e-14,1.57608301409873e-14,2.46343744014776e-14
5.57302573200857e-06,-1.615634709351e-14,-6.27102536565616e-16,2.18991491607312e-14,8.84708972748172e-16,5.95010152260045e-16,7.86436887834085e-15
2.8738040629972e-06,-1.05792111182446e-14,-1.90463964044874e-14,1.20233684119952e-14,-3.76912043242861e-15,1.78394625460765e-14,1.16339229916385e-14
9.60973829966516e-06,1.02409400404291e-14,5.42881711806942e-15,8.8557633448616e-15,-4.89625701094454e-15,-6.28750523867794e-15,6.08540995372664e-15
-4.41910935644607e-06,-3.89098475661598e-15,-1.22228616117326e-14,-1.06997743998249e-14,3.0963946684448e-14,6.36036362466896e-15,-2.40953090813179e-15
