-2.12221992159359-0.000437211541937034i,0.00724302716165292-1.05309487514406e-05i,-0.00949057718588278-1.54399576530377e-05i,-0.0411123699536536-0.000237492808894894i,0.0258812911490298+6.39996052875767e-05i,0.0334908143375465-6.29020888859952e-05i,0.0313154966067002+0.000156530096194496i
-0.0125483683001796+7.10334856123838e-06i,0.033912251317412+6.7068112990869e-05i,0.0375698372613154+7.33882313460177e-05i,0.0429059628699605+0.000127124233295642i,-0.0108797463201263-9.80671963535851e-05i,-0.0246171862723312+6.31519785438744e-05i,-0.0371923953874494-8.95422986500297e-05i
-0.00125894028484862+4.45693359525757e-06i,-0.0127521208097365+1.08346997123795e-05i,-0.00626625538083262+2.34837775680914e-05i,0.0188429194808842+3.99258129836062e-05i,-0.00296787257631216-2.77160653441178e-05i,-0.00165087431363362+1.79425771380332e-05i,-0.0225698711500388-2.38862888277651e-05i
-0.00928659284807401+2.71880535930835e-06i,0.00922675272877232+1.00502328669371e-05i,0.0206511167935144+2.99464676399601e-05i,0.044036720276529+8.14589542080325e-05i,0.00162506091952295-3.20624221913544e-05i,-0.0199856076788298+1.85380785838514e-05i,-0.0104795615882742-5.17707102524839e-05i
0.026875455964923+9.27031994315978e-06i,0.0564043235678666+0.000151679701481001i,-0.0357971003146609+7.05896701732785e-05i,-0.0701859455217949+3.59416834285239e-05i,-0.0701166656778034-0.000136528357006791i,0.0160118991960587+0.000133302833239842i,-0.0350852114016356-6.24272755648102e-05i
-0.00121180072833115+8.52390905668752e-07i,0.00721633954209769+4.85129934730652e-05i,-0.0124058366749159+3.08540325163078e-05i,-0.0292406718317927-0.000110796611229926i,-0.00433955600897266-2.05830978606425e-05i,0.0235193346557556-3.98346376292079e-05i,-0.0173287616286008+7.05251606922808e-05i
-0.00695623597649197+5.85625617912774e-06i,0.0343232089096072+9.16379326947247e-05i,0.00431494270541624+8.15466806814488e-05i,0.0104783481776052-2.88456627250887e-05i,-0.0274951726909447-4.74545072048811e-05i,0.0326651822606695-2.22718910855423e-05i,-0.0572712049287082-9.58550949792226e-06i
0.155540511557271+7.26535110934221e-05i,0.0169669571558817+0.000128389209130089i,-0.0289737624573671+0.00017765677275324i,0.118594668003657+0.000165787559384791i,-0.135631850335301-0.000102286821983754i,-0.0214637830000309-2.0599898182889e-05i,-0.103034300142125-0.00017052943407346i
0.00235001269677659+1.16812356642702e-05i,-0.0198623583097397+2.3263279762739e-05i,0.0161194816020812+4.16750178562872e-05i,0.0573853455083047+0.000141495063316838i,-0.0426971882142566-3.18762277247984e-05i,-0.017797623246938+1.30522716891759e-06i,-0.047154368256192-0.000123899237484397i
0.00467293499577257+1.41423096796686e-07i,-0.00816728116173423-1.86454723096543e-05i,0.00746968160634902-2.0703335358929e-05i,0.000891992254549332+7.30388653991373e-05i,-0.00258701603478879-1.0637674719002e-05i,-0.026697322540507+4.0043967867845e-05i,0.0155274731466486-4.72146598678945e-05i
-0.126669521232683-5.34822050083529e-05i,0.0151202673366053-8.78918223668455e-05i,0.0304143899837907-0.000119487754048502i,-0.067683142288382-8.51712233359522e-05i,0.100991761915673+7.24698989417956e-05i,0.00828206295185499+2.33631389001732e-05i,0.0743594494706658+0.00010241882928365i
-0.0674297162127394-3.61722904667929e-05i,0.00381355897425954-6.74424986340853e-05i,0.0294827393242462-0.000105771315301831i,-0.0845274261496831-8.6152940929615e-05i,0.0981826673283988+3.13894336858798e-05i,0.00322838709920871+5.66380024369205e-05i,0.0661609695860925+0.000104596009657633i
-0.0741784385398225-1.45653141893604e-05i,0.0423910768011451-1.46459237454182e-05i,0.0341282565809825+6.8642948227488e-06i,0.033431435385313+2.36469284064776e-05i,0.0597679384258854+3.00149688808769e-06i,-0.00594179194220541+9.8936063799331e-06i,0.00200988512744474+1.53968449415826e-05i
0.0172665987400017-9.56352795059457e-06i,-0.0420830885379054-7.82273297750586e-05i,-0.0285553369294059-0.000104742458673466i,-0.0768747607746729-7.36507949297893e-05i,0.050823015675185+5.81297626832171e-05i,0.0105220239769698+3.08404658687868e-05i,0.0573651226319341+8.46030670791805e-05i
0.0217287158103667-5.29439065168992e-06i,-0.0331122760249072-3.03249735946712e-05i,-0.0388495890396777-6.50397355202509e-05i,-0.0820131404357143-0.000119852704815628i,-0.0101468505559676+4.02763607442107e-05i,0.00792866063959315-2.17683563013531e-05i,0.0383894046681999+7.91033382272456e-05i
-0.0424188140188778-1.67979697987654e-05i,0.0294091999155036+1.5438053033835e-05i,0.0428810076413541-1.79702486928151e-05i,-0.0313606842580017-1.1597037539092e-05i,0.0458867196341128-1.37537799313694e-05i,0.0199604323964095+5.5985118456803e-05i,0.0136049775955782+1.47169670968387e-05i
-0.00458635541809743+4.89429031076574e-06i,-0.0144903446754991-9.02308667153262e-06i,0.0137998448701533+1.95446121226943e-05i,0.0371146763233152+8.19105710788487e-05i,-0.00512311939663034-2.41883007918045e-05i,-0.0236166264874352+1.51522316683331e-05i,-0.0172538336677664-5.3191918386142e-05i
-0.00185057609673607+1.48630365927908e-06i,0.00570128064453581+1.53137393943309e-05i,-0.00240442787464371+1.51928518602131e-05i,0.00759973940205317-2.36135728906271e-06i,-0.00974758524821316-1.31640986118936e-05i,-0.00234471819281764-6.80633486214814e-06i,-0.00742849586833691-2.65328364921767e-06i
-0.0136804853524589+9.83079631067452e-06i,0.0197630327274396+1.13677369944815e-05i,0.0287267024325086+6.44428116676666e-05i,0.0964074355025863+0.000125754073381229i,-0.0279203425640518-2.55672808067082e-05i,-0.0391609557819481-2.83390886632669e-05i,-0.0336502835769621-9.68477796186204e-05i
-0.000830766934273071+7.96939307357842e-06i,-0.0217885534035909-8.031619467244e-06i,0.00624316507188883+2.53482017304333e-05i,0.0530329269860602+0.000100671071604988i,-0.00760965223631711-1.48671812445586e-05i,-0.0182233426029323+3.37805850575383e-06i,-0.0261807600286548-7.01256779042165e-05i
0.00477681541031992+6.24869505772864e-06i,0.00391520954560404+1.0522930159197e-05i,-0.0260427664517638+2.68692715756199e-05i,0.0198174544341927+5.68765572640972e-05i,-0.0134964762962113-1.60596604913275e-05i,-1.57470635614249e-05+2.63209748307632e-05i,-0.0219570630239438-3.76999174637705e-05i
0.00206144907108549-3.4674974298012e-06i,0.00967847175128269+3.11423799307279e-05i,0.0134364066095559-6.97519434063124e-06i,-0.0467634439573038+7.37764988801407e-06i,0.0182508348455677-5.39770384793251e-05i,0.00497769888729854+8.45301770902168e-05i,0.0134077805809901+5.13831129390338e-06i
0.0207146159328559+1.6841236407011e-05i,-0.0112120736195353+4.5077539863319e-05i,-0.0282192632943388+6.44560231121937e-05i,0.0391610522487707+6.59686142698324e-05i,-0.0625876915096705-4.0037913738876e-05i,-0.00419953355312989-4.58808530615033e-06i,-0.0461381435676436-7.0056700539796e-05i
-0.000329355475578531-1.16212037147724e-05i,-0.0106659143374367-5.86657782399424e-05i,0.000950915808773203-7.06069231226262e-05i,-0.044709183561428-0.000118397423486241i,0.0406176906708681+6.92174096153572e-05i,0.00813969739361657-3.85104364849985e-05i,0.0509453455632335+9.91388158229198e-05i
0.00132796080503169-2.03233844598228e-06i,-0.0149519807852526-9.90943938086145e-08i,0.000253973052783642-8.28010442301105e-06i,-0.0122662859539687-2.34822618799038e-05i,-0.000769615586827131+1.17250293921023e-05i,0.0128100189744385-3.59463679361703e-06i,0.00116069231013157+8.89161510920356e-06i
-0.00429254127891903+5.2157697449753e-06i,0.025321464313702+2.54034557594114e-05i,0.00469845451378758+3.57709697909243e-05i,0.0342019482382365+9.25902158791829e-05i,-0.00658974160001824-2.5185222732264e-05i,0.00101093878164425+4.00050880027527e-05i,-0.0298346499830761-6.74410009430116e-05i
0.00469002972578743+9.62843363681503e-06i,-0.0169922060673362-8.09678265192457e-06i,-0.0150663116709742+2.14079394360704e-05i,0.0378652082161231+0.000138225653874741i,-0.00943116372872102-4.61626405629559e-05i,-0.0348666076731931+5.92988495703169e-05i,-0.0227154515614261-8.11980232112277e-05i
0.00285435405869288-1.02342622925154e-06i,0.0215576008143474+1.56244436346681e-05i,0.0100244718704792-1.0402403722135e-05i,-0.0183076877563835+1.66974018669356e-05i,-0.0119175807473002-1.22844296248305e-06i,0.00197067163322683+1.33110372561762e-05i,-0.000246341285651738-2.53012695667726e-05i
-0.000979374348397529-1.94861316914089e-06i,0.0295480727069609+3.87890195172875e-06i,0.0222942327081678-1.18931616383999e-05i,-0.00437810697423778+5.18742192865695e-05i,0.00603927367267775-7.88254799012408e-06i,-0.0108871312023311+3.1772481992762e-05i,0.0111510206486116-3.51930810095179e-05i
0.00130161072951053-2.95849006695587e-06i,0.00975031459983849-8.63149022943262e-08i,0.00320203285144221-1.00829481023233e-05i,-0.0112001913088182+2.2833997234146e-05i,0.00648362944297607-8.73432997366857e-06i,-0.00356589955467627+4.08426225778514e-05i,0.0164234746321704-1.13588079432962e-05i
0.0016203002718908-2.04571080992631e-08i,0.0045996268244656+1.31106194004674e-05i,-0.00344303349561391+1.12298239682563e-05i,0.00426844988962329-2.35507193689061e-05i,-0.0216269294605431+1.29452904849956e-05i,0.0082210196202379-3.31402929989201e-05i,-0.00249827797842717-7.98964137996748e-07i
-0.00286906474195336-2.61401739671975e-06i,0.0124179825576127+5.16294587041722e-06i,-0.00101857116840068+1.01230487861682e-05i,0.0109577863457668-1.54172192405458e-05i,-0.000402767483122968+6.85099533976841e-06i,0.00518736597391888-4.11346654338045e-06i,0.0150516985147289+9.5331629300643e-06i
0.00016553144417981-3.78446319578121e-06i,-0.0143845279352364-2.20455291843014e-05i,0.000538405773803322-2.36175195662766e-05i,-0.0161518964865779-3.83459471061112e-05i,0.0193774897009301+8.28048023984684e-06i,-0.000113089775316069+2.08056786126967e-06i,0.0229645702620178+4.3016268780304e-05i
-0.00310764417873733-1.98712102803498e-06i,0.000571644294156526-9.3471802242342e-06i,-0.00486003704902739-3.86461764628501e-06i,-0.00811660219706321-6.33327138935731e-05i,0.00779614721280325+1.1938824047208e-05i,-0.00271485974774138-2.99543985837899e-05i,0.012802089479094+4.95841579424142e-05i
