-0.000332202721863958,1.01602935151028e-08,1.01602935151028e-08,1.01602935151028e-08,1.01602935151028e-08,1.01602935151028e-08,1.01602935151028e-08
-5.68080991109761e-06,1.73745403940108e-10,1.73745403940108e-10,1.73745403940108e-10,1.73745403940108e-10,1.73745403940108e-10,1.73745403940108e-10
-4.95997071689408e-08,1.51698812180702e-12,1.51698812180702e-12,1.51698812180702e-12,1.51698812180702e-12,1.51698812180702e-12,1.51698812180702e-12
-6.00021765161249e-06,1.83514367831849e-10,1.83514367831849e-10,1.83514367831849e-10,1.83514367831849e-10,1.83514367831849e-10,1.83514367831849e-10
1.41172617330387e-05,-4.31771064464489e-10,-4.31771064464489e-10,-4.31771064464489e-10,-4.31771064464489e-10,-4.31771064464489e-10,-4.31771064464489e-10
2.71990556014959e-06,-8.31872739314788e-11,-8.31872739314788e-11,-8.31872739314788e-11,-8.31872739314788e-11,-8.31872739314788e-11,-8.31872739314788e-11
1.02273874449089e-06,-3.12800743322945e-11,-3.12800743322945e-11,-3.12800743322945e-11,-3.12800743322945e-11,-3.12800743322945e-11,-3.12800743322945e-11
2.85425441455085e-05,-8.7296282390156e-10,-8.7296282390156e-10,-8.7296282390156e-10,-8.7296282390156e-10,-8.7296282390156e-10,-8.7296282390156e-10
3.49571322106401e-06,-1.06915055275136e-10,-1.06915055275136e-10,-1.06915055275136e-10,-1.06915055275136e-10,-1.06915055275136e-10,-1.06915055275136e-10
9.31225422457872e-07,-2.84811742896321e-11,-2.84811742896321e-11,-2.84811742896321e-11,-2.84811742896321e-11,-2.84811742896321e-11,-2.84811742896321e-11
-2.54898427265974e-05,7.79597115589245e-10,7.79597115589245e-10,7.79597115589245e-10,7.79597115589245e-10,7.79597115589245e-10,7.79597115589245e-10
-1.42670430026197e-05,4.36352067454075e-10,4.36352067454075e-10,4.36352067454075e-10,4.36352067454075e-10,4.36352067454075e-10,4.36352067454075e-10
-1.97102957101478e-05,6.02831874949487e-10,6.02831874949487e-10,6.02831874949487e-10,6.02831874949487e-10,6.02831874949487e-10,6.02831874949486e-10
7.88668834593889e-06,-2.41211354341927e-10,-2.41211354341927e-10,-2.41211354341927e-10,-2.41211354341927e-10,-2.41211354341927e-10,-2.41211354341926e-10
1.24554286306829e-05,-3.80944533007101e-10,-3.80944533007101e-10,-3.80944533007101e-10,-3.80944533007101e-10,-3.80944533007101e-10,-3.809445330071e-10
-1.13310179088284e-05,3.46554860034316e-10,3.46554860034316e-10,3.46554860034316e-10,3.46554860034316e-10,3.46554860034316e-10,3.46554860034316e-10
-2.12868558750733e-06,6.51050366146625e-11,6.51050366146625e-11,6.51050366146625e-11,6.51050366146625e-11,6.51050366146625e-11,6.51050366146624e-11
-1.92933797754734e-06,5.900806601381e-11,5.900806601381e-11,5.900806601381e-11,5.900806601381e-11,5.90080660138101e-11,5.900806601381e-11
-6.96514228990881e-06,2.13026219781875e-10,2.13026219781875e-10,2.13026219781875e-10,2.13026219781875e-10,2.13026219781875e-10,2.13026219781875e-10
1.06462156251306e-06,-3.2561044343489e-11,-3.2561044343489e-11,-3.2561044343489e-11,-3.2561044343489e-11,-3.2561044343489e-11,-3.25610443434889e-11
5.98603685182282e-06,-1.83080653480161e-10,-1.83080653480161e-10,-1.83080653480161e-10,-1.83080653480161e-10,-1.83080653480161e-10,-1.83080653480161e-10
3.12220572067048e-06,-9.54914708662019e-11,-9.54914708662019e-11,-9.54914708662019e-11,-9.54914708662019e-11,-9.54914708662019e-11,-9.54914708662018e-11
1.00000062653648e-05,-3.05846376690981e-10,-3.05846376690981e-10,-3.05846376690981e-10,-3.05846376690981e-10,-3.05846376690981e-10,-3.05846376690981e-10
