0,1,2,3,4,5,6
0.15460983876907580248,3.8725391090120926988e-14,3.8725391089853951214e-14,3.8725391090944093876e-14,3.872539109087192257e-14,3.8725391091533227822e-14,3.8725391091568934822e-14
0.15030345924725266316,3.993222837779705182e-14,3.993222837753992103e-14,3.9932228378594369313e-14,3.9932228378526154933e-14,3.9932228379173393218e-14,3.9932228379206519065e-14
0.14991297599308442412,4.2635085088322725558e-14,4.263508508806517194e-14,4.2635085089118143475e-14,4.2635085089050869417e-14,4.2635085089693791055e-14,4.2635085089729270863e-14
0.15200773044408613655,4.296277999946507534e-14,4.2962779999197468478e-14,4.296278000026841342e-14,4.2962780000201846182e-14,4.2962780000858298362e-14,4.2962780000885498286e-14
0.14871160603433192238,3.8429440126823709846e-14,3.8429440126569059235e-14,3.842944012761384555e-14,3.8429440127545460776e-14,3.8429440128182323962e-14,3.8429440128218144558e-14
0.14364671023022668184,3.8459853634547837254e-14,3.845985363430113205e-14,3.845985363530911327e-14,3.8459853635245783517e-14,3.8459853635859195446e-14,3.8459853635894347088e-14
0.15278044397789664055,3.782359085077149216e-14,3.7823590850510713676e-14,3.7823590851584820374e-14,3.7823590851516271516e-14,3.7823590852171650846e-14,3.7823590852205571864e-14
0.1442272381924789848,3.8985812688186630688e-14,3.8985812687935728744e-14,3.8985812688949610644e-14,3.8985812688887965898e-14,3.8985812689502797776e-14,3.8985812689539400922e-14
0.14796542839214343878,4.291880860190207775e-14,4.291880860164971168e-14,4.2918808602687335138e-14,4.291880860262369615e-14,4.2918808603255207704e-14,4.29188086032897535e-14
0.14182259893613949342,3.7352450240226782236e-14,3.7352450239985081565e-14,3.7352450240984498912e-14,3.735245024091577966e-14,3.7352450241523398196e-14,3.7352450241560045518e-14
0.14142070717114918477,3.7002869991423852226e-14,3.7002869991185414284e-14,3.7002869992174923538e-14,3.7002869992118075066e-14,3.7002869992719111345e-14,3.7002869992755796532e-14
0.1425163067821809959,3.7439302616489416225e-14,3.743930261624470526e-14,3.7439302617242519643e-14,3.743930261718039527e-14,3.743930261778898568e-14,3.7439302617825134442e-14
0.14028234224120791906,3.7074668330612039813e-14,3.707466833037287612e-14,3.707466833135908478e-14,3.7074668331291482555e-14,3.7074668331892929042e-14,3.7074668331929525877e-14
0.14349543234067199671,4.5378774720208768414e-14,4.5378774719964947285e-14,4.5378774720968517196e-14,4.5378774720903874778e-14,4.5378774721518965403e-14,4.5378774721555524373e-14
0.1502236995574452727,4.0592405984565541543e-14,4.0592405984310209356e-14,4.0592405985365029983e-14,4.059240598529588159e-14,4.059240598594038095e-14,4.0592405985976182614e-14
0.14663744680494913974,3.92729186956825842e-14,3.9272918695430628338e-14,3.927291869646165692e-14,3.9272918696392338134e-14,3.927291869702272635e-14,3.927291869705822509e-14
0.14748371919366004557,3.9160211861686177788e-14,3.916021186143468893e-14,3.916021186246981959e-14,3.9160211862404501906e-14,3.916021186303530033e-14,3.916021186307178357e-14
0.146638135863676633,3.8974887036015161322e-14,3.8974887035762839428e-14,3.8974887036793186433e-14,3.8974887036727673113e-14,3.8974887037355461243e-14,3.8974887037391016782e-14
0.14557819950712011514,4.644503855855007101e-14,4.6445038558300671058e-14,4.6445038559320649276e-14,4.6445038559256764164e-14,4.6445038559878796765e-14,4.6445038559913304697e-14
0.15176330008842739416,3.9995286680592910742e-14,3.9995286680332946364e-14,3.9995286681398445012e-14,3.9995286681328905345e-14,3.999528668198226519e-14,3.9995286682015940085e-14
0.14828008914858498146,3.9592291702890600108e-14,3.9592291702636921373e-14,3.9592291703677435218e-14,3.9592291703609782507e-14,3.959229170424641219e-14,3.9592291704280875945e-14
0.14764232818416378468,3.8361692147829881484e-14,3.83616921475769285e-14,3.836169214861369368e-14,3.8361692148543295732e-14,3.836169214917861906e-14,3.8361692149214370238e-14
0.15514491186359802288,3.9092436867813307966e-14,3.909243686754675502e-14,3.9092436868641043936e-14,3.909243686856788813e-14,3.9092436869234166363e-14,3.909243686926849128e-14
0.12652601987734413136,3.700326033884461226e-14,3.700326033862446958e-14,3.7003260339510701166e-14,3.7003260339451107458e-14,3.7003260339989375652e-14,3.7003260340032725137e-14
0.15488870095230261592,3.8957253210735949966e-14,3.8957253210470633955e-14,3.8957253211559716388e-14,3.895725321149023983e-14,3.8957253212153684474e-14,3.895725321218496123e-14
